,Text,label
4002,to be honest with you this is unbelievable nonsense and very foolish,0
7579,what is the latitude and longitude of el paso texas,1
969,what are some of the significant historical event of,1
1100,what is the executor in a will,1
7912,who loved besides,1
2163,how did the get it name,1
7025,what doe saute mean,1
4544,what the meaning of uol,1
1516,a young man wearing short sandal and a red shirt stand next to a downed tree blocking a path,0
4030,i give this film out of,0
567,two young woman speaking into a microphone,0
1637,street in europe where a group of men are sitting on their motorcycle,0
709,a table at penn state sponsored by a greek organization promotes the sale of basketball ticket,0
5717,what wa nickname,1
7259,what is the airport code for los angeles international,1
3439,what function doe a community water tower serve,1
4847,how long is human gestation,1
8347,when did french revolutionary storm the bastille,1
568,what doe a chairbound basophobic fear,1
161,a group of seven men perform on a stage with microphone and guitar a several young men and woman dance and look on,0
1801,young girl wearing pink parka surrounded by abstract looking art,0
2580,the sound quality is good and functionality is awesome,0
728,what double talking professor hold a doctorate in nothing,1
5128,what wa the date of iraq invasion of kuwait,1
1274,how many astronaut have been on the moon,1
1905,a large man wearing a brown sweatshirt playing an electric guitar on a blue rug or carpet,0
1884,what are the seven wonder of the world,1
6607,what racehorse won an associated press poll a the greatest horse of,1
7618,how many of them are in africa,1
2473,love this product,0
3419,in other word the content level of this film is enough to easily fill a dozen other film,0
2425,i did think that the instruction provided were helpful to me,0
2169,the orange bowl is located in what city,1
3109,loc mount where is the highest point in japan,1
7631,how many mile are there between tel aviv israel and memphis tennessee,1
1138,a man is making a cut on a piece of board with an electrical saw,0
3265,what european city do live in,1
4411,what city wa nominated for president in,1
4247,it like a bad two hour tv movie,0
8435,what people make up half the soviet union population,1
3753,i must say i have taped most of the episode and i find myself watching them over and over again,0
667,a race car zoom while onlooker watch,0
2339,what actor is the father of star,1
1897,a little girl kneel on a ledge at the edge of a fence with a bucket in front of her,0
1978,what country have the best math student,1
7702,what is the great american family cereal,1
1485,three adult men in a row with their arm around each other and seem to be singing,0
3963,this convention never worked well in the past and certainly doe work here,0
1049,how can i find out how much income tax is paid on social security income on the income tax,1
2171,this is not a freezer it is freezer,0
4204,the worst one of the series,0
468,what wa second name,1
2926,what wa the first english play written exclusively for child,1
2436,the case is great and work fine with the 68,0
3969,enty event what are some of the significant historical event of,1
5460,what color of monopoly property are landed on most often,1
4489,which gender ha bigger thigh,1
1108,what is the difference between microprocessor microcontrollers,1
2918,my only complaint is the standard sound volume is a little low even when turned up to 5 of 5,0
3492,where can i find out the top 1 single,1
5019,how many fiddler did old king cole have,1
1891,a child with a bucket over their head,0
1518,what is the first personal computer company,1
4040,how many engine doe a boeing 737 have,1
7997,what happened to,1
4154,this early film from future goremeister is a very good addition to the giallo,0
8181,how many side doe a heptagon have,1
4869,where can i find the lyric for the song getting married today from the musical company,1
7978,enty techmeth what are common method used to regulate monopoly,1
195,a man in a white shirt is sitting on a crate,0
493,a child in a red jacket playing street hockey guarding a goal,0
742,what author landed a marlin without harness in the early 193,1
4231,feeling thought discomfort during the dance all these intangible leap to life and come within the viewer grasp in huston portrayal,0
677,a child in a green shirt balancing on a red rope while holding two white rope,0
877,a red bike jump toward a person in yellow,0
6193,how doe the elongated man know a mystery is afoot,1
8155,why do you say god bless you when people sneeze,1
1652,six adult sitting at a picnic table with a woman in a yellow sweater talk to them,0
6666,what are the two city in dicken a tale of two city,1
7916,what wa the name of the navy gunboat in the film the sand pebble,1
3483,give this one a look,0
3146,doe not fit,0
3863,where is windsor castle,1
669,how fast doe the fastest car go,1
7645,how much did alaska cost when bought from russia,1
4161,what city is wiener schnitzel named for,1
4023,regardless the film fails on most level,0
1858,player are getting ready for a game of laser tag,0
1620,what actor dressed up a and had a affair with actress every for many year,1
7313,whom doe uncle duke girl friend room with,1
3994,enty event what wa organized a a confederate veteran social club in in tennessee in,1
1875,name lawyer,1
4741,what do chef call the master spice,1
1826,a man who just came from a swim,0
7545,which of the five sens develops first,1
769,two woman are standing in a store with a baby in a blue stroller,0
2482,this item worked great but it broke after of use,0
5781,whose kidnaping wa termed the crime of the century,1
3650,the soundtrack sucked,0
1310,a crowd of people in front of a memorial in washington dc,0
2783,what group asked the musical question do you believe in magic,1
1848,a woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background,0
